exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,ko_G,subject,choice_count,ko_F
udemy,CLF-01,56,"An application hosted in EC2 consumes messages from an SQS queue and is integrated with SNS to send out an email to you once the process is complete. The Operations team received 5 orders but after a few hours, they saw 20 email notifications in their inbox. Which of the following could be the possible culprit for this issue?",D,D,The web application is set for long polling so the messages are being sent twice.,The web application is set to short polling so some messages are not being picked up,The web application does not have permission to consume messages in the SQS queue.,The web application is not deleting the messages in the SQS queue after it has processed them.,,,,EC2에서 호스팅되는 애플리케이션은 SQS 대기열의 메시지를 사용하고 SNS와 통합되어 프로세스가 완료되면 이메일을 보냅니다. 운영 팀은 5개의 주문을 받았지만 몇 시간 후 받은 편지함에 20개의 이메일 알림이 표시되었습니다.다음 중 이 문제의 원인일 수 있는 것은 무엇입니까?,웹 애플리케이션은 긴 폴링으로 설정되어 메시지가 두 번 전송됩니다.,웹 애플리케이션이 짧은 폴링으로 설정되어 일부 메시지가 선택되지 않습니다.,웹 애플리케이션에 SQS 대기열의 메시지를 사용할 수 있는 권한이 없습니다.,웹 애플리케이션은 메시지를 처리한 후 SQS 대기열의 메시지를 삭제하지 않습니다.,,,0,,
udemy,CLF-01,57,An online medical system hosted in AWS stores sensitive Personally Identifiable Information (PII) of the users in an Amazon S3 bucket. Both the master keys and the unencrypted data should never be sent to AWS to comply with the strict compliance and regulatory requirements of the company. Which S3 encryption technique should the Architect use?,C,C,Use S3 server-side encryption with a KMS managed key.,Use S3 client-side encryption with a KMS-managed customer master key.,Use S3 client-side encryption with a client-side master key.,Use S3 server-side encryption with customer provided key.,,,,AWS에서 호스팅되는 온라인 의료 시스템은 사용자의 민감한 개인 식별 정보(PII)를 Amazon S3 버킷에 저장합니다. 회사의 엄격한 규정 준수 및 규제 요구 사항을 준수하기 위해 마스터 키와 암호화되지 않은 데이터를 AWS로 보내서는 안 됩니다.Architect는 어떤 S3 암호화 기술을 사용해야 합니까?,KMS 관리형 키로 S3 서버 측 암호화를 사용합니다.,KMS 관리형 고객 마스터 키로 S3 클라이언트 측 암호화를 사용합니다.,클라이언트 측 마스터 키와 함께 S3 클라이언트 측 암호화를 사용합니다.,고객이 제공한 키로 S3 서버 측 암호화를 사용합니다.,,,0,,
udemy,CLF-01,58,"A software development company is using serverless computing with AWS Lambda to build and run applications without having to set up or manage servers. They have a Lambda function that connects to a MongoDB Atlas, which is a popular Database as a Service (DBaaS) platform and also uses a third party API to fetch certain data for their application. One of the developers was instructed to create the environment variables for the MongoDB database hostname, username, and password as well as the API credentials that will be used by the Lambda function for DEV, SIT, UAT, and PROD environments.Considering that the Lambda function is storing sensitive database and API credentials, how can this information be secured to prevent other developers in the team, or anyone, from seeing these credentials in plain text? Select the best option that provides maximum security.",B,B,"There is no need to do anything because, by default, AWS Lambda already encrypts the environment variables using the AWS Key Management Service.",Create a new KMS key and use it to enable encryption helpers that leverage on AWS Key Management Service to store and encrypt the sensitive information.,Enable SSL encryption that leverages on AWS CloudHSM to store and encrypt the sensitive information.,AWS Lambda does not provide encryption for the environment variables. Deploy your code to an EC2 instance instead.,,,,"소프트웨어 개발 회사는 서버를 설정하거나 관리할 필요 없이 애플리케이션을 구축하고 실행하기 위해 AWS Lambda와 함께 서버리스 컴퓨팅을 사용하고 있습니다. 그들은 대중적인 DBaaS(Database as a Service) 플랫폼인 MongoDB Atlas에 연결하고 타사 API를 사용하여 애플리케이션에 대한 특정 데이터를 가져오는 Lambda 함수를 가지고 있습니다. 개발자 중 한 명은 MongoDB 데이터베이스 호스트 이름, 사용자 이름 및 암호에 대한 환경 변수와 DEV, SIT, UAT 및 PROD 환경용 Lambda 함수에서 사용할 API 자격 증명을 생성하라는 지시를 받았습니다.Lambda 함수가 민감한 데이터베이스 및 API 자격 증명을 저장하고 있다는 점을 고려할 때, 팀의 다른 개발자 또는 누군가가 이러한 자격 증명을 일반 텍스트로 보지 못하도록 이 정보를 어떻게 보호할 수 있습니까? 최대 보안을 제공하는 최상의 옵션을 선택하십시오.",기본적으로 AWS Lambda는 이미 AWS Key Management Service를 사용하여 환경 변수를 암호화하기 때문에 아무 것도 할 필요가 없습니다.,새 KMS 키를 생성하고 이를 사용하여 AWS Key Management Service를 활용하여 중요한 정보를 저장하고 암호화하는 암호화 헬퍼를 활성화합니다.,중요한 정보를 저장하고 암호화하기 위해 AWS CloudHSM을 활용하는 SSL 암호화를 활성화합니다.,AWS Lambda는 환경 변수에 대한 암호화를 제공하지 않습니다. 대신 코드를 EC2 인스턴스에 배포하십시오.,,,0,,
udemy,CLF-01,59,"A medical records company is planning to store sensitive clinical trial data in an Amazon S3 repository with the object-level versioning feature enabled. The Solutions Architect is tasked with ensuring that no object can't be overwritten or deleted by any user in a period of one year only. To meet the strict compliance requirements, the root user of the company’s AWS account must also be restricted from making any changes to an object in the S3 bucket.Which of the following is the most secure way of storing the data in Amazon S3?",A,A,Enable S3 Object Lock in compliance mode with a retention period of one year.,Enable S3 Object Lock in governance mode with a retention period of one year.,Enable S3 Object Lock in governance mode with a legal hold of one year.,Enable S3 Object Lock in compliance mode with a legal hold of one year.,,,,의료 기록 회사는 객체 수준 버전 관리 기능이 활성화된 Amazon S3 리포지토리에 민감한 임상 시험 데이터를 저장할 계획입니다. Solutions Architect는 단 1년 동안 어떤 사용자도 개체를 덮어쓰거나 삭제할 수 없도록 하는 임무를 맡고 있습니다. 엄격한 규정 준수 요구 사항을 충족하려면 회사 AWS 계정의 루트 사용자가 S3 버킷의 객체를 변경하지 못하도록 제한해야 합니다.다음 중 Amazon S3에 데이터를 저장하는 가장 안전한 방법은 무엇입니까?,보존 기간이 1년인 규정 준수 모드에서 S3 객체 잠금을 활성화합니다.,보존 기간이 1년인 거버넌스 모드에서 S3 객체 잠금을 활성화합니다.,법적 보존 기간이 1년인 거버넌스 모드에서 S3 객체 잠금을 활성화합니다.,법적 보존 기간이 1년인 규정 준수 모드에서 S3 객체 잠금을 활성화합니다.,,,0,,
udemy,CLF-01,60,A company is using AWS Fargate to run a batch job whenever an object is uploaded to an Amazon S3 bucket. The minimum ECS task count is initially set to 1 to save on costs and should only be increased based on new objects uploaded to the S3 bucket.Which is the most suitable option to implement with the LEAST amount of effort?,A,A,Set up an Amazon EventBridge rule to detect S3 object PUT operations and set the target to the ECS cluster to run a new ECS task.,Set up an Amazon EventBridge rule to detect S3 object PUT operations and set the target to a Lambda function that will run the StartTask API command.,Set up an alarm in CloudWatch to monitor S3 object-level operations recorded on CloudTrail. Set two alarm actions to update the ECS task count to scale-out/scale-in depending on the S3 event.,Set up an alarm in Amazon CloudWatch to monitor S3 object-level operations that are recorded on CloudTrail. Create an Amazon EventBridge rule that triggers the ECS cluster when new CloudTrail events are detected.,,,,회사는 객체가 Amazon S3 버킷에 업로드될 때마다 AWS Fargate를 사용하여 배치 작업을 실행합니다. 최소 ECS 작업 수는 처음에 비용을 절약하기 위해 1로 설정되며 S3 버킷에 업로드된 새 객체에 따라 증가해야 합니다.최소한의 노력으로 구현하기에 가장 적합한 옵션은 무엇입니까?,Amazon EventBridge 규칙을 설정하여 S3 객체 PUT 작업을 감지하고 대상을 ECS 클러스터로 설정하여 새 ECS 작업을 실행합니다.,Amazon EventBridge 규칙을 설정하여 S3 객체 PUT 작업을 감지하고 대상을 API 명령을 실행할 Lambda 함수로 설정합니다 StartTask.,CloudTrail에 기록된 S3 개체 수준 작업을 모니터링하도록 CloudWatch에서 경보를 설정합니다. S3 이벤트에 따라 ECS 작업 수를 스케일 아웃/스케일 인으로 업데이트하도록 두 가지 경보 작업을 설정합니다.,Amazon CloudWatch에서 경보를 설정하여 CloudTrail에 기록된 S3 객체 수준 작업을 모니터링합니다. 새 CloudTrail 이벤트가 감지되면 ECS 클러스터를 트리거하는 Amazon EventBridge 규칙을 생성합니다.,,,0,,
udemy,CLF-01,61,A suite of web applications is hosted in an Auto Scaling group of EC2 instances across three Availability Zones and is configured with default settings. There is an Application Load Balancer that forwards the request to the respective target group on the URL path. The scale-in policy has been triggered due to the low number of incoming traffic to the application. Which EC2 instance will be the first one to be terminated by your Auto Scaling group?,C,C,The instance will be randomly selected by the Auto Scaling group,The EC2 instance which has the least number of user sessions,The EC2 instance launched from the oldest launch configuration,The EC2 instance which has been running for the longest time,,,,웹 애플리케이션 제품군은 3개의 가용 영역에 걸쳐 EC2 인스턴스의 Auto Scaling 그룹에서 호스팅되며 기본 설정으로 구성됩니다. URL 경로의 각 대상 그룹에 요청을 전달하는 Application Load Balancer가 있습니다. 애플리케이션으로 들어오는 트래픽 수가 적어 축소 정책이 트리거되었습니다.Auto Scaling 그룹에서 가장 먼저 종료할 EC2 인스턴스는 무엇입니까?,인스턴스는 Auto Scaling 그룹에서 임의로 선택합니다.,사용자 세션 수가 가장 적은 EC2 인스턴스,가장 오래된 시작 구성에서 시작된 EC2 인스턴스,가장 오래 실행된 EC2 인스턴스,,,0,,
udemy,CLF-01,62,"An organization needs a persistent block storage volume that will be used for mission-critical workloads. The backup data will be stored in an object storage service and after 30 days, the data will be stored in a data archiving storage service.What should you do to meet the above requirement?",A,A,Attach an EBS volume in your EC2 instance. Use Amazon S3 to store your backup data and configure a lifecycle policy to transition your objects to Amazon S3 Glacier.,Attach an EBS volume in your EC2 instance. Use Amazon S3 to store your backup data and configure a lifecycle policy to transition your objects to Amazon S3 One Zone-IA.,Attach an instance store volume in your EC2 instance. Use Amazon S3 to store your backup data and configure a lifecycle policy to transition your objects to Amazon S3 One Zone-IA.,Attach an instance store volume in your existing EC2 instance. Use Amazon S3 to store your backup data and configure a lifecycle policy to transition your objects to Amazon S3 Glacier.,,,,"조직에는 미션 크리티컬 워크로드에 사용할 영구 블록 스토리지 볼륨이 필요합니다. 백업 데이터는 오브젝트 스토리지 서비스에 저장되며, 30일 후에는 데이터 아카이빙 스토리지 서비스에 데이터가 저장됩니다.위의 요구 사항을 충족하려면 어떻게 해야 합니까?",EC2 인스턴스에 EBS 볼륨을 연결합니다. Amazon S3를 사용하여 백업 데이터를 저장하고 수명 주기 정책을 구성하여 객체를 Amazon S3 Glacier로 전환하십시오.,EC2 인스턴스에 EBS 볼륨을 연결합니다. Amazon S3를 사용하여 백업 데이터를 저장하고 수명 주기 정책을 구성하여 객체를 Amazon S3 One Zone-IA로 전환하십시오.,EC2 인스턴스에 인스턴스 스토어 볼륨을 연결합니다. Amazon S3를 사용하여 백업 데이터를 저장하고 수명 주기 정책을 구성하여 객체를 Amazon S3 One Zone-IA로 전환하십시오.,기존 EC2 인스턴스에 인스턴스 스토어 볼륨을 연결합니다. Amazon S3를 사용하여 백업 데이터를 저장하고 수명 주기 정책을 구성하여 객체를 Amazon S3 Glacier로 전환하십시오.,,,0,,
udemy,CLF-01,63,"A financial application is composed of an Auto Scaling group of EC2 instances, an Application Load Balancer, and a MySQL RDS instance in a Multi-AZ Deployments configuration. To protect the confidential data of your customers, you have to ensure that your RDS database can only be accessed using the profile credentials specific to your EC2 instances via an authentication token. As the Solutions Architect of the company, which of the following should you do to meet the above requirement?",C,C,Create an IAM Role and assign it to your EC2 instances which will grant exclusive access to your RDS instance.,Configure SSL in your application to encrypt the database connection to RDS.,Enable the IAM DB Authentication.,Use a combination of IAM and STS to restrict access to your RDS instance via a temporary token.,,,,"금융 애플리케이션은 다중 AZ 배포 구성에서 EC2 인스턴스의 Auto Scaling 그룹, 애플리케이션 로드 밸런서 및 MySQL RDS 인스턴스로 구성됩니다. 고객의 기밀 데이터를 보호하려면 인증 토큰을 통해 EC2 인스턴스에 특정한 프로필 자격 증명을 통해서만 RDS 데이터베이스에 액세스할 수 있도록 해야 합니다.회사의 솔루션 설계자로서 위의 요구 사항을 충족하려면 다음 중 무엇을 해야 합니까?",IAM 역할을 생성하고 RDS 인스턴스에 대한 독점 액세스 권한을 부여할 EC2 인스턴스에 할당합니다.,RDS에 대한 데이터베이스 연결을 암호화하도록 애플리케이션에서 SSL을 구성합니다.,IAM DB 인증을 활성화합니다.,IAM과 STS의 조합을 사용하여 임시 토큰을 통해 RDS 인스턴스에 대한 액세스를 제한합니다.,,,0,,
udemy,CLF-01,64,A company plans to migrate its on-premises workload to AWS. The current architecture is composed of a Microsoft SharePoint server that uses a Windows shared file storage. The Solutions Architect needs to use a cloud storage solution that is highly available and can be integrated with Active Directory for access control and authentication.Which of the following options can satisfy the given requirement?,B,B,Launch an Amazon EC2 Windows Server to mount a new S3 bucket as a file volume.,Create a file system using Amazon FSx for Windows File Server and join it to an Active Directory domain in AWS.,Create a file system using Amazon EFS and join it to an Active Directory domain.,Create a Network File System (NFS) file share using AWS Storage Gateway.,,,,회사에서 온프레미스 워크로드를 AWS로 마이그레이션할 계획입니다. 현재 아키텍처는 Windows 공유 파일 저장소를 사용하는 Microsoft SharePoint 서버로 구성되어 있습니다. Solutions Architect는 가용성이 높고 액세스 제어 및 인증을 위해 Active Directory와 통합할 수 있는 클라우드 스토리지 솔루션을 사용해야 합니다.다음 옵션 중 주어진 요구 사항을 충족할 수 있는 옵션은 무엇입니까?,Amazon EC2 Windows Server를 시작하여 새 S3 버킷을 파일 볼륨으로 탑재합니다.,Amazon FSx for Windows File Server를 사용하여 파일 시스템을 생성하고 AWS의 Active Directory 도메인에 조인합니다.,Amazon EFS를 사용하여 파일 시스템을 생성하고 Active Directory 도메인에 조인합니다.,AWS Storage Gateway를 사용하여 네트워크 파일 시스템(NFS) 파일 공유를 생성합니다.,,,0,,
udemy,CLF-01,65,"A logistics company plans to automate its order management application. The company wants to use SFTP file transfer in uploading business-critical documents. Since the files are confidential, the files need to be highly available and must be encrypted at rest. The files must also be automatically deleted a month after they are created.Which of the following options should be implemented to meet the company requirements with the least operation overhead?",B,B,Create an Amazon Elastic Filesystem (EFS) file system and enable encryption. Configure AWS Transfer for SFTP to securely upload files to the EFS file system. Apply an EFS lifecycle policy to delete files after 30 days.,Create an Amazon S3 bucket with encryption enabled. Launch an AWS Transfer for SFTP endpoint to securely upload files to the S3 bucket. Configure an S3 lifecycle rule to delete files after a month.,Provision an Amazon EC2 instance and install the SFTP service. Mount an encrypted EFS file system on the EC2 instance to store the uploaded files. Add a cron job to delete the files older than a month.,Create an Amazon S3 bucket with encryption enabled. Configure AWS Transfer for SFTP to securely upload files to the S3 bucket. Configure the retention policy on the SFTP server to delete files after a month.,,,,물류 회사는 주문 관리 애플리케이션을 자동화할 계획입니다. 회사는 업무상 중요한 문서를 업로드할 때 SFTP 파일 전송을 사용하려고 합니다. 파일은 기밀이므로 파일의 가용성이 높아야 하며 유휴 상태에서 암호화되어야 합니다. 또한 파일은 생성된 후 한 달 후에 자동으로 삭제되어야 합니다.최소한의 운영 오버헤드로 회사 요구 사항을 충족하려면 다음 중 어떤 옵션을 구현해야 합니까?,Amazon Elastic Filesystem(EFS) 파일 시스템을 생성하고 암호화를 활성화합니다. 파일을 EFS 파일 시스템에 안전하게 업로드하도록 AWS Transfer for SFTP를 구성합니다. 30일 후에 파일을 삭제하려면 EFS 수명 주기 정책을 적용합니다.,암호화가 활성화된 Amazon S3 버킷을 생성합니다. 파일을 S3 버킷에 안전하게 업로드하려면 SFTP용 AWS 전송 엔드포인트를 시작하십시오. 한 달 후에 파일을 삭제하도록 S3 수명 주기 규칙을 구성합니다.,Amazon EC2 인스턴스를 프로비저닝하고 SFTP 서비스를 설치합니다. 업로드된 파일을 저장하기 위해 EC2 인스턴스에 암호화된 EFS 파일 시스템을 탑재합니다. 크론 작업을 추가하여 한 달 이상 된 파일을 삭제하십시오.,암호화가 활성화된 Amazon S3 버킷을 생성합니다. 파일을 S3 버킷에 안전하게 업로드하도록 AWS Transfer for SFTP를 구성합니다. 한 달 후에 파일을 삭제하도록 SFTP 서버에서 보존 정책을 구성합니다.,,,0,,
udemy,CLF-01,66,A Solutions Architect is building a cloud infrastructure where EC2 instances require access to various AWS services such as S3 and Redshift. The Architect will also need to provide access to system administrators so they can deploy and test their changes.Which configuration should be used to ensure that the access to the resources is secured and not compromised? (Select TWO.),AD,AD,Assign an IAM role to the Amazon EC2 instance.,Store the AWS Access Keys in the EC2 instance.,Store the AWS Access Keys in ACM.,Enable Multi-Factor Authentication.,Assign an IAM user for each Amazon EC2 Instance.,,,Solutions Architect는 EC2 인스턴스가 S3 및 Redshift와 같은 다양한 AWS 서비스에 액세스해야 하는 클라우드 인프라를 구축하고 있습니다. Architect는 또한 시스템 관리자가 변경 사항을 배포하고 테스트할 수 있도록 액세스 권한을 제공해야 합니다. 리소스에 대한 액세스가 보호되고 손상되지 않도록 하려면 어떤 구성을 사용해야 합니까 ? (2개를 선택하세요.),Amazon EC2 인스턴스에 IAM 역할을 할당합니다.,EC2 인스턴스에 AWS 액세스 키를 저장합니다.,ACM에 AWS 액세스 키를 저장합니다.,다단계 인증을 활성화합니다.,각 Amazon EC2 인스턴스에 대해 IAM 사용자를 할당합니다.,,0,,
udemy,CLF-01,67,"A company is hosting its web application in an Auto Scaling group of EC2 instances behind an Application Load Balancer. Recently, the Solutions Architect identified a series of SQL injection attempts and cross-site scripting attacks to the application, which had adversely affected their production data. Which of the following should the Architect implement to mitigate this kind of attack?",C,C,"Using AWS Firewall Manager, set up security rules that block SQL injection and cross-site scripting attacks. Associate the rules to the Application Load Balancer.",Use Amazon Guard​Duty to prevent any further SQL injection and cross-site scripting attacks in your application.,Set up security rules that block SQL injection and cross-site scripting attacks in AWS Web Application Firewall (WAF). Associate the rules to the Application Load Balancer.,Block all the IP addresses where the SQL injection and cross-site scripting attacks originated using the Network Access Control List.,,,,"회사는 Application Load Balancer 뒤에 있는 EC2 인스턴스의 Auto Scaling 그룹에서 웹 애플리케이션을 호스팅하고 있습니다. 최근 Solutions Architect는 애플리케이션에 대한 일련의 SQL 삽입 시도 및 크로스 사이트 스크립팅 공격을 식별했으며, 이로 인해 생산 데이터에 악영향을 미쳤습니다.Architect는 이러한 종류의 공격을 완화하기 위해 다음 중 무엇을 구현해야 합니까?",AWS Firewall Manager를 사용하여 SQL 삽입 및 교차 사이트 스크립팅 공격을 차단하는 보안 규칙을 설정합니다. 규칙을 Application Load Balancer에 연결합니다.,Amazon Guard Duty를 사용하여 애플리케이션에서 추가적인 SQL 삽입 및 교차 사이트 스크립팅 공격을 방지하십시오.,AWS Web Application Firewall(WAF)에서 SQL 삽입 및 교차 사이트 스크립팅 공격을 차단하는 보안 규칙을 설정합니다. 규칙을 Application Load Balancer에 연결합니다.,네트워크 액세스 제어 목록을 사용하여 SQL 주입 및 교차 사이트 스크립팅 공격이 시작된 모든 IP 주소를 차단합니다.,,,0,,
udemy,CLF-01,68,An organization needs to control the access for several S3 buckets. They plan to use a gateway endpoint to allow access to trusted buckets.Which of the following could help you achieve this requirement?,D,D,Generate a bucket policy for trusted S3 buckets.,Generate a bucket policy for trusted VPCs.,Generate an endpoint policy for trusted VPCs.,Generate an endpoint policy for trusted S3 buckets.,,,,조직은 여러 S3 버킷에 대한 액세스를 제어해야 합니다. 게이트웨이 엔드포인트를 사용하여 신뢰할 수 있는 버킷에 대한 액세스를 허용할 계획입니다.다음 중 이 요건을 충족하는 데 도움이 되는 것은 무엇입니까?,신뢰할 수 있는 S3 버킷에 대한 버킷 정책을 생성합니다.,신뢰할 수 있는 VPC에 대한 버킷 정책을 생성합니다.,신뢰할 수 있는 VPC에 대한 엔드포인트 정책을 생성합니다.,신뢰할 수 있는 S3 버킷에 대한 엔드포인트 정책을 생성합니다.,,,0,,
udemy,CLF-01,69,"A media company is setting up an ECS batch architecture for its image processing application. It will be hosted in an Amazon ECS Cluster with two ECS tasks that will handle image uploads from the users and image processing. The first ECS task will process the user requests, store the image in an S3 input bucket, and push a message to a queue. The second task reads from the queue, parses the message containing the object name, and then downloads the object. Once the image is processed and transformed, it will upload the objects to the S3 output bucket. To complete the architecture, the Solutions Architect must create a queue and the necessary IAM permissions for the ECS tasks.Which of the following should the Architect do next?",D,D,Launch a new Amazon MQ queue and configure the second ECS task to read from it. Create an IAM role that the ECS tasks can assume in order to get access to the S3 buckets and Amazon MQ queue. Set the (EnableTaskIAMRole) option to true in the task definition.,Launch a new Amazon Kinesis Data Firehose and configure the second ECS task to read from it. Create an IAM role that the ECS tasks can assume in order to get access to the S3 buckets and Kinesis Data Firehose. Specify the ARN of the IAM Role in the (taskDefinitionArn) field of the task definition.,Launch a new Amazon AppStream 2.0 queue and configure the second ECS task to read from it. Create an IAM role that the ECS tasks can assume in order to get access to the S3 buckets and AppStream 2.0 queue. Declare the IAM Role (taskRoleArn) in the task definition.,Launch a new Amazon SQS queue and configure the second ECS task to read from it. Create an IAM role that the ECS tasks can assume in order to get access to the S3 buckets and SQS queue. Declare the IAM Role (taskRoleArn) in the task definition.,,,,미디어 회사는 이미지 처리 애플리케이션을 위한 ECS 배치 아키텍처를 설정하고 있습니다. 사용자의 이미지 업로드 및 이미지 처리를 처리하는 두 개의 ECS 작업이 있는 Amazon ECS 클러스터에서 호스팅됩니다. 첫 번째 ECS 작업은 사용자 요청을 처리하고 이미지를 S3 입력 버킷에 저장하고 메시지를 대기열에 푸시합니다. 두 번째 작업은 큐에서 읽고 개체 이름이 포함된 메시지를 구문 분석한 다음 개체를 다운로드합니다. 이미지가 처리 및 변환되면 객체를 S3 출력 버킷에 업로드합니다. 아키텍처를 완료하려면 Solutions Architect가 대기열과 ECS 작업에 필요한 IAM 권한을 생성해야 합니다.Architect는 다음 중 무엇을 해야 합니까?,새 Amazon MQ 대기열을 시작하고 여기에서 읽을 두 번째 ECS 작업을 구성합니다. S3 버킷 및 Amazon MQ 대기열에 대한 액세스 권한을 얻기 위해 ECS 작업이 맡을 수 있는 IAM 역할을 생성합니다. EnableTaskIAMRole작업 정의에서 ( ) 옵션을 true로 설정합니다 .,새 Amazon Kinesis Data Firehose를 시작하고 여기에서 읽을 두 번째 ECS 작업을 구성합니다. S3 버킷 및 Kinesis Data Firehose에 대한 액세스 권한을 얻기 위해 ECS 작업이 맡을 수 있는 IAM 역할을 생성합니다. taskDefinitionArn작업 정의의 ( ) 필드에 IAM 역할의 ARN을 지정합니다 .,새 Amazon AppStream 2.0 대기열을 시작하고 여기에서 읽을 두 번째 ECS 작업을 구성합니다. S3 버킷 및 AppStream 2.0 대기열에 대한 액세스 권한을 얻기 위해 ECS 작업이 맡을 수 있는 IAM 역할을 생성합니다. taskRoleArn작업 정의에서 IAM 역할( )을 선언합니다 .,새 Amazon SQS 대기열을 시작하고 여기에서 읽을 두 번째 ECS 작업을 구성합니다. S3 버킷 및 SQS 대기열에 대한 액세스 권한을 얻기 위해 ECS 작업이 맡을 수 있는 IAM 역할을 생성합니다. taskRoleArn작업 정의에서 IAM 역할( )을 선언합니다 .,,,0,,
udemy,CLF-01,70,"A business has a network of surveillance cameras installed within the premises of its data center. Management wants to leverage Artificial Intelligence to monitor and detect unauthorized personnel entering restricted areas. Should an unauthorized person be detected, the security team must be alerted via SMS.Which solution satisfies the requirement?",C,C,Replace the existing cameras with AWS IoT. Upload a face detection model to the AWS IoT devices and send them over to AWS Control Tower for checking and notification,Set up Amazon Managed Service for Prometheus to stream live feeds from the cameras. Use Amazon Fraud Detector to detect unauthorized personnel. Set the phone numbers of the security as subscribers to an SNS topic.,Use Amazon Kinesis Video to stream live feeds from the cameras. Use Amazon Rekognition to detect authorized personnel. Set the phone numbers of the security as subscribers to an SNS topic.,Configure Amazon Elastic Transcoder to stream live feeds from the cameras. Use Amazon Kendra to detect authorized personnel. Set the phone numbers of the security as subscribers to an SNS topic.,,,,기업에는 데이터 센터 구내에 감시 카메라 네트워크가 설치되어 있습니다. 경영진은 인공 지능을 활용하여 제한 구역에 무단으로 진입하는 사람을 모니터링하고 감지하기를 원합니다. 승인되지 않은 사람이 감지되면 보안 팀에 SMS를 통해 경고해야 합니다.어떤 솔루션이 요구 사항을 충족합니까?,기존 카메라를 AWS IoT로 교체합니다. 얼굴 인식 모델을 AWS IoT 장치에 업로드하고 확인 및 알림을 위해 AWS Control Tower로 보냅니다.,Prometheus용 Amazon Managed Service를 설정하여 카메라에서 라이브 피드를 스트리밍합니다. Amazon Fraud Detector를 사용하여 승인되지 않은 직원을 감지합니다. 보안의 전화번호를 SNS 주제에 대한 가입자로 설정합니다.,Amazon Kinesis Video를 사용하여 카메라에서 라이브 피드를 스트리밍합니다. Amazon Rekognition을 사용하여 승인된 직원을 감지합니다. 보안의 전화번호를 SNS 주제에 대한 가입자로 설정합니다.,카메라에서 라이브 피드를 스트리밍하도록 Amazon Elastic Transcoder를 구성합니다. Amazon Kendra를 사용하여 승인된 직원을 탐지합니다. 보안의 전화번호를 SNS 주제에 대한 가입자로 설정합니다.,,,0,,
udemy,CLF-01,71,"A startup has multiple AWS accounts that are assigned to its development teams. Since the company is projected to grow rapidly, the management wants to consolidate all of its AWS accounts into a multi-account setup. To simplify the login process on the AWS accounts, the management wants to utilize its existing directory service for user authenticationWhich combination of actions should a solutions architect recommend to meet these requirements? (Select TWO.)",AD,AD,"On the master account, use AWS Organizations to create a new organization with all features turned on. Invite the child accounts to this new organization.",Create an identity pool on Amazon Cognito and configure it to use the company’s directory service. Configure AWS IAM Identity Center (AWS Single Sign-On) to accept Cognito authentication.,"On the master account, use AWS Organizations to create a new organization with all features turned on. Enable the organization’s external authentication and point it to use the company’s directory service.",Configure AWS IAM Identity Center (AWS Single Sign-On) for the organization and integrate it with the company’s directory service using the Active Directory Connector,Create Service Control Policies (SCP) in the organization to manage the child accounts. Configure AWS IAM Identity Center (AWS Single Sign-On) to use AWS Directory Service.,,,스타트업에는 개발 팀에 할당된 여러 AWS 계정이 있습니다. 회사가 빠르게 성장할 것으로 예상되므로 경영진은 모든 AWS 계정을 다중 계정 설정으로 통합하려고 합니다. AWS 계정의 로그인 프로세스를 단순화하기 위해 경영진은 사용자 인증을 위해 기존 디렉토리 서비스를 활용하려고 합니다.이러한 요구 사항을 충족하기 위해 솔루션 설계자가 권장해야 하는 작업 조합은 무엇입니까? (2개를 선택하세요.),마스터 계정에서 AWS Organizations를 사용하여 모든 기능이 켜진 새 조직을 생성합니다. 이 새 조직에 하위 계정을 초대합니다.,Amazon Cognito에서 자격 증명 풀을 생성하고 회사의 디렉터리 서비스를 사용하도록 구성합니다. Cognito 인증을 수락하도록 AWS IAM Identity Center(AWS Single Sign-On)를 구성합니다.,마스터 계정에서 AWS Organizations를 사용하여 모든 기능이 켜진 새 조직을 생성합니다. 조직의 외부 인증을 활성화하고 회사의 디렉터리 서비스를 사용하도록 지정합니다.,조직에 대해 AWS IAM Identity Center(AWS Single Sign-On)를 구성하고 Active Directory Connector를 사용하여 회사의 디렉터리 서비스와 통합합니다.,하위 계정을 관리하기 위해 조직에서 서비스 제어 정책(SCP)을 만듭니다. AWS Directory Service를 사용하도록 AWS IAM Identity Center(AWS Single Sign-On)를 구성합니다.,,0,,
