exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,ko_G,subject,choice_count,ko_F
udemy,DVA-02,76,"A developer is managing a distributed system that consists of an Application Load Balancer, an SQS queue, and an Auto Scaling group of EC2 instances. The system has been integrated with CloudFront to better serve clients worldwide. To enhance the security of the in-flight data, the developer was instructed to establish an end-to-end SSL connection between the origin and the end-users.Which TWO options will allow the developer to meet this requirement using CloudFront? (Select TWO.)",AB,AB,Configure the Origin Protocol Policy to use HTTPS only,Configure the Viewer Protocol Policy to use HTTPS only,Set up an Origin Access Control (OAC) setting,Configure your ALB to only allow traffic on port 443 using an SSL certificate from AWS Config.,Associate a Web ACL using AWS Web Application Firewall (WAF) with your CloudFront Distribution.,,,"개발자는 Application Load Balancer, SQS 대기열 및 EC2 인스턴스의 Auto Scaling 그룹으로 구성된 분산 시스템을 관리하고 있습니다. 이 시스템은 전 세계 고객에게 더 나은 서비스를 제공하기 위해 CloudFront와 통합되었습니다. 이동 중인 데이터의 보안을 강화하기 위해 개발자는 원본과 최종 사용자 간에 엔드투엔드 SSL 연결을 설정하라는 지시를 받았습니다.개발자가 CloudFront를 사용하여 이 요구 사항을 충족할 수 있는 두 가지 옵션은 무엇입니까? (2개를 선택하세요.)",HTTPS만 사용하도록 원본 프로토콜 정책 구성,HTTPS만 사용하도록 뷰어 프로토콜 정책 구성,OAC(원본 액세스 제어) 설정 지정,AWS Config의 SSL 인증서를 사용하여 포트 443의 트래픽만 허용하도록 ALB를 구성합니다.,AWS WAF(Web Application Firewall)를 사용하여 웹 ACL을 CloudFront 배포와 연결합니다.,,0,,
udemy,DVA-02,77,A Software Engineer is developing an application that will be hosted on an EC2 instance and read messages from a standard SQS queue. The average time that it takes for the producers to send a new message to the queue is 10 seconds.Which of the following is the MOST efficient way for the application to query the new messages from the queue?,A,A,Configure the SQS queue to use Long Polling.,Configure an SQS Delay Queue with a value of 10 seconds.,Configure each message in the SQS queue to have a custom visibility timeout of 10 seconds.,Configure the SQS queue to use Short Polling.,,,,소프트웨어 엔지니어는 EC2 인스턴스에 호스팅되고 표준 SQS 대기열에서 메시지를 읽는 애플리케이션을 개발 중입니다. 생산자가 새 메시지를 대기열에 보내는 데 걸리는 평균 시간은 10초입니다.다음 중 애플리케이션이 큐에서 새 메시지를 쿼리하는 가장 효율적인 방법은 무엇입니까?,긴 폴링을 사용하도록 SQS 대기열을 구성합니다.,SQS 지연 대기열을 10초 값으로 구성합니다.,SQS 대기열의 각 메시지가 10초의 사용자 정의 표시 시간 초과를 갖도록 구성합니다.,짧은 폴링을 사용하도록 SQS 대기열을 구성합니다.,,,0,,
udemy,DVA-02,78,"A reporting application is hosted in Elastic Beanstalk and uses DynamoDB as its database. If a user requests data, the application scans the entire table and returns the requested data. In the coming weeks, it is expected that the table will grow due to the surge of new users and requested reports.Which of the following should be done as a preparation to improve the application's performance with minimal cost? (Select TWO.)",AC,AC,Reduce page size,Increase the Write Compute Unit (WCU) of the table,Use Query operations instead,Use DynamoDB Accelerator (DAX),Increase page size,,,보고 애플리케이션은 Elastic Beanstalk에서 호스팅되며 DynamoDB를 데이터베이스로 사용합니다. 사용자가 데이터를 요청하면 애플리케이션은 전체 테이블을 스캔하고 요청된 데이터를 반환합니다. 앞으로 몇 주 동안 신규 사용자 급증과 보고서 요청으로 인해 테이블이 늘어날 것으로 예상됩니다.최소한의 비용으로 애플리케이션의 성능을 향상시키기 위해 다음 중 준비해야 할 것은 무엇입니까? (2개를 선택하세요.),페이지 크기 줄이기,테이블의 WCU(쓰기 컴퓨팅 단위)를 늘립니다.,대신 쿼리 작업을 사용하세요,DynamoDB Accelerator(DAX) 사용,페이지 크기 늘리기,,0,,
udemy,DVA-02,79,An API gateway with a Lambda proxy integration takes a long time to complete its processing. There were also occurrences where some requests timed out. You want to monitor the responsiveness of your API calls as well as the underlying Lambda function. Which of the following CloudWatch metrics should you use to troubleshoot this issue? (Select TWO.),DE,DE,Count,CacheMissCount,CacheHitCount,Latency,IntegrationLatency,,,Lambda 프록시 통합이 포함된 API 게이트웨이는 처리를 완료하는 데 오랜 시간이 걸립니다. 일부 요청이 시간 초과되는 경우도 있었습니다. API 호출과 기본 Lambda 함수의 응답성을 모니터링하려고 합니다.이 문제를 해결하려면 다음 중 어떤 CloudWatch 지표를 사용해야 합니까? (2개를 선택하세요.),세다,캐시 누락 수,캐시 적중 횟수,지연 시간,통합지연,,0,,
udemy,DVA-02,80,A developer is creating an analytics REST API service that is powered by API Gateway. Analysts from a separate AWS account must interact with the service through an IAM role. The IAM role already has a policy that grants permission to invoke the API.What else should the developer do to meet the requirement without too much overhead?,D,D,Create an API Key for the API. Attach a resource policy to the API that grants permission to the specified IAM role to invoke the GetAPIKeys action.,Create a Cognito User Pool authorizer. Add the IAM role to the user pool. Authenticate the requester’s identity using Cognito. Ask the analysts to pass the token returned by Cognito in their request headers.,"Create a Lambda function authorizer for the API. In the Lambda function, write a logic that verifies the requester's identity by extracting the information from the context object.",Set AWS_IAM as the method authorization type for the API. Attach a resource policy to the API that grants permission to the specified IAM role to invoke the execute-api:Invoke action.,,,,개발자가 API Gateway로 구동되는 분석 REST API 서비스를 만들고 있습니다. 별도의 AWS 계정의 분석가는 IAM 역할을 통해 서비스와 상호 작용해야 합니다. IAM 역할에는 API 호출 권한을 부여하는 정책이 이미 있습니다.너무 많은 오버헤드 없이 요구 사항을 충족하려면 개발자가 또 무엇을 해야 합니까?,API에 대한 API 키를 생성합니다. 작업 을 호출하기 위해 지정된 IAM 역할에 권한을 부여하는 API에 리소스 정책을 연결합니다 GetAPIKeys.,Cognito 사용자 풀 권한 부여자를 생성합니다. 사용자 풀에 IAM 역할을 추가합니다. Cognito를 사용하여 요청자의 신원을 인증합니다. 분석가에게 Cognito가 반환한 토큰을 요청 헤더에 전달하도록 요청하세요.,API에 대한 Lambda 함수 권한 부여자를 생성합니다. Lambda 함수에서 객체로부터 정보를 추출하여 요청자의 신원을 확인하는 로직을 작성합니다 context.,AWS_IAMAPI에 대한 메소드 인증 유형으로 설정합니다 . 작업 을 호출하기 위해 지정된 IAM 역할에 권한을 부여하는 API에 리소스 정책을 연결합니다 execute-api:Invoke.,,,0,,
udemy,DVA-02,81,A developer is instructed to configure a worker daemon to queue messages based on a specific schedule using a worker environment hosted in Elastic Beanstalk. Periodic tasks should be defined to automatically add jobs to your worker environment's queue at regular intervals.Which configuration file should the developer add to the source bundle to meet the above requirement?,C,C,env.yaml,appspec.yml,cron.yaml,Dockerrun.aws.json,,,,개발자는 Elastic Beanstalk에서 호스팅되는 작업자 환경을 사용하여 특정 일정에 따라 메시지를 대기열에 추가하도록 작업자 데몬을 구성하라는 지시를 받습니다. 정기적인 간격으로 작업자 환경의 대기열에 작업을 자동으로 추가하려면 정기적인 작업을 정의해야 합니다.위 요구 사항을 충족하려면 개발자가 소스 번들에 어떤 구성 파일을 추가해야 합니까?,env.yaml,appspec.yml,cron.yaml,Dockerrun.aws.json,,,0,,
udemy,DVA-02,82,An internal web application is hosted in a custom VPC with multiple private subnets only. Every EC2 instance that will be provisioned on this VPC will require access to an S3 bucket to pull configuration files as well as to push application logs.Which of the following options is the most suitable solution to use in this scenario?,D,D,"Use the AWS SDK for your application and issue the aws configure CLI command to store your access keys, which will be referred to by the SDK.",Create an IAM Role and attach it to each EC2 instance.,Store the IAM user and password in the application code to access the S3 bucket.,Create a VPC endpoint for S3.,,,,내부 웹 애플리케이션은 프라이빗 서브넷이 여러 개인 사용자 지정 VPC에서만 호스팅됩니다. 이 VPC에 프로비저닝될 모든 EC2 인스턴스는 구성 파일을 가져오고 애플리케이션 로그를 푸시하기 위해 S3 버킷에 액세스해야 합니다.다음 옵션 중 이 시나리오에 사용하기에 가장 적합한 솔루션은 무엇입니까?,애플리케이션에 AWS SDK를 사용하고 aws configureCLI 명령을 실행하여 SDK에서 참조할 액세스 키를 저장하세요.,IAM 역할을 생성하고 이를 각 EC2 인스턴스에 연결합니다.,S3 버킷에 액세스하려면 애플리케이션 코드에 IAM 사용자와 비밀번호를 저장하세요.,S3용 VPC 엔드포인트를 생성합니다.,,,0,,
udemy,DVA-02,83,A developer is building a web application which requires a multithreaded event-based key/value cache store that will cache result sets from database calls. You need to run large nodes with multiple cores for your cache layer and it should scale up or down as the demand on your system increases and decreases. Which of the following is the MOST suitable service that you should use?,C,C,Amazon CloudFront,AWS Greengrass,Amazon ElastiCache for Memcached,Amazon ElastiCache for Redis,,,,개발자는 데이터베이스 호출의 결과 세트를 캐시하는 다중 스레드 이벤트 기반 키/값 캐시 저장소가 필요한 웹 애플리케이션을 구축하고 있습니다. 캐시 레이어에 대해 여러 코어가 있는 대규모 노드를 실행해야 하며 시스템 수요가 증가하거나 감소함에 따라 확장 또는 축소되어야 합니다.다음 중 귀하가 사용해야 할 가장 적합한 서비스는 무엇입니까?,아마존 클라우드프론트,AWS 그린그래스,Memcached용 Amazon ElastiCache,Redis용 Amazon ElastiCache,,,0,,
udemy,DVA-02,84,An application hosted in an Amazon ECS Cluster processes a large data stream and stores the result in a DynamoDB table. There is an urgent requirement to detect new entries in the table and automatically trigger a Lambda function to run some verification tests on the processed data.Which of the following options can satisfy the requirement with minimal configuration?,B,B,Run the Lambda function using SNS each time the ECS Cluster successfully processes financial data.,Enable DynamoDB Streams to detect the new entries and automatically trigger the Lambda function.,Set up an Amazon EventBridge rule to automatically trigger the Lambda function whenever a new entry is created in the DynamoDB table.,"Detect the new entries in the DynamoDB table using AWS Copilot, then automatically invoke the Lambda function for processing.",,,,Amazon ECS 클러스터에 호스팅된 애플리케이션은 대규모 데이터 스트림을 처리하고 결과를 DynamoDB 테이블에 저장합니다. 테이블에서 새 항목을 감지하고 Lambda 함수를 자동으로 트리거하여 처리된 데이터에 대해 일부 확인 테스트를 실행해야 하는 긴급한 요구 사항이 있습니다.다음 중 최소한의 구성으로 요구 사항을 충족할 수 있는 옵션은 무엇입니까?,ECS 클러스터가 재무 데이터를 성공적으로 처리할 때마다 SNS를 사용하여 Lambda 함수를 실행합니다.,DynamoDB 스트림을 활성화하여 새 항목을 감지하고 자동으로 Lambda 함수를 트리거합니다.,DynamoDB 테이블에 새 항목이 생성될 때마다 Lambda 함수를 자동으로 트리거하도록 Amazon EventBridge 규칙을 설정합니다.,AWS Copilot을 사용하여 DynamoDB 테이블에서 새 항목을 감지한 다음 처리를 위해 Lambda 함수를 자동으로 호출합니다.,,,0,,
udemy,DVA-02,85,"A developer is refactoring a Lambda function that currently processes data using a public GraphQL API. There’s a new requirement to store query results in a database hosted in a VPC. The function has been configured with additional VPC-specific information, and the database connection has been successfully established. However, the engineer has discovered that the function can no longer connect to the internet after testing.Which of the following should the developer do to fix this issue? (Select TWO.)",BE,BE,Set up elastic network interfaces (ENIs) to enable your Lambda function to connect securely to other resources within your private VPC.,Ensure that the associated security group of the Lambda function allows outbound connections.,Submit a limit increase request to AWS to raise the concurrent executions limit of your Lambda function.,Configure your function to forward payloads that were not processed to a dead-letter queue (DLQ) using Amazon SQS.,Add a NAT gateway to your VPC.,,,개발자는 현재 공개 GraphQL API를 사용하여 데이터를 처리하는 Lambda 함수를 리팩터링하고 있습니다. VPC에서 호스팅되는 데이터베이스에 쿼리 결과를 저장해야 하는 새로운 요구 사항이 있습니다. 추가 VPC 관련 정보로 기능이 구성되었으며 데이터베이스 연결이 성공적으로 설정되었습니다. 그러나 엔지니어는 테스트 후 해당 기능이 더 이상 인터넷에 연결될 수 없음을 발견했습니다.다음 중 이 문제를 해결하려면 개발자가 수행해야 하는 작업은 무엇입니까? (2개를 선택하세요.),Lambda 함수가 프라이빗 VPC 내의 다른 리소스에 안전하게 연결할 수 있도록 탄력적 네트워크 인터페이스(ENI)를 설정하십시오.,Lambda 함수의 연결된 보안 그룹이 아웃바운드 연결을 허용하는지 확인하십시오.,Lambda 함수의 동시 실행 한도를 높이려면 AWS에 한도 증가 요청을 제출하십시오.,Amazon SQS를 사용하여 처리되지 않은 페이로드를 배달 못한 편지 대기열(DLQ)로 전달하도록 함수를 구성합니다.,VPC에 NAT 게이트웨이를 추가합니다.,,0,,
udemy,DVA-02,86,"A programmer is developing a Node.js application that will be run on a Linux server in their on-premises data center. The application will access various AWS services such as S3, DynamoDB, and ElastiCache using the AWS SDK.Which of the following is the MOST suitable way to provide access for the developer to accomplish the specified task?",C,C,"Go to the AWS Console and create a new IAM User with the appropriate permissions. In the application server, create the credentials file at ~/.aws/credentials with the username and the hashed password of the IAM User.",Create an IAM role with the appropriate permissions to access the required AWS services. Assign the role to the on-premises Linux server.,"Go to the AWS Console and create a new IAM user with programmatic access. In the application server, create the credentials file at ~/.aws/credentials with the access keys of the IAM user.","Create an IAM role with the appropriate permissions to access the required AWS services and assign the role to the on-premises Linux server. Whenever the application needs to access any AWS services, request for temporary security credentials from STS using the AssumeRole API.",,,,"프로그래머가 온프레미스 데이터 센터의 Linux 서버에서 실행될 Node.js 애플리케이션을 개발하고 있습니다. 애플리케이션은 AWS SDK를 사용하여 S3, DynamoDB 및 ElastiCache와 같은 다양한 AWS 서비스에 액세스합니다.다음 중 개발자가 지정된 작업을 수행할 수 있도록 액세스를 제공하는 가장 적합한 방법은 무엇입니까?",AWS 콘솔로 이동하여 적절한 권한이 있는 새 IAM 사용자를 생성합니다. 애플리케이션 서버에서 ~/.aws/credentialsIAM 사용자의 사용자 이름과 해시된 비밀번호를 사용하여 자격 증명 파일을 생성합니다.,필요한 AWS 서비스에 액세스할 수 있는 적절한 권한이 있는 IAM 역할을 생성합니다. 온프레미스 Linux 서버에 역할을 할당합니다.,AWS 콘솔로 이동하여 프로그래밍 방식으로 액세스할 수 있는 새 IAM 사용자를 생성합니다. 애플리케이션 서버에서 ~/.aws/credentialsIAM 사용자의 액세스 키를 사용하여 자격 증명 파일을 생성합니다.,필요한 AWS 서비스에 액세스할 수 있는 적절한 권한이 있는 IAM 역할을 생성하고 온프레미스 Linux 서버에 역할을 할당합니다. 애플리케이션이 AWS 서비스에 액세스해야 할 때마다 AssumeRoleAPI를 사용하여 STS에 임시 보안 자격 증명을 요청하세요.,,,0,,
udemy,DVA-02,87,"You developed a shell script which uses AWS CLI to create a new Lambda function. However, you received an InvalidParameterValueException after running the script. What is the MOST likely cause of this issue?",C,C,You have exceeded your maximum total code size per account.,The resource already exists.,You provided an IAM role in the CreateFunction API which AWS Lambda is unable to assume.,The AWS Lambda service encountered an internal error.,,,,AWS CLI를 사용하여 새 Lambda 함수를 생성하는 셸 스크립트를 개발했습니다. InvalidParameterValueException그러나 스크립트를 실행한 후에 는 을 받았습니다 .이 문제의 가장 가능성 있는 원인은 무엇입니까?,계정당 최대 총 코드 크기를 초과했습니다.,리소스가 이미 존재합니다.,CreateFunctionAWS Lambda가 맡을 수 없는 API 에 IAM 역할을 제공했습니다 .,AWS Lambda 서비스에 내부 오류가 발생했습니다.,,,0,,
udemy,DVA-02,88,Your serverless AWS Lambda functions are integrated with Amazon API gateway using Lambda proxy integration. The API caching feature is enabled in the API Gateway with a TTL value of 300 seconds. A client would like to fetch the latest data from your endpoints every time a request is sent and invalidate the existing cache.What should the client do in order to get the latest data?,A,A,Have the client send a request with the Cache-Control: max-age=0 header.,Have the client send a request with the Cached: false header.,Modify cache TTL value to a shorter period.,Override API caching by allowing the client to send requests to the endpoint directly.,,,,서버리스 AWS Lambda 함수는 Lambda 프록시 통합을 사용하여 Amazon API 게이트웨이와 통합됩니다. API 캐싱 기능은 TTL 값이 300초로 API 게이트웨이에서 활성화됩니다. 클라이언트는 요청이 전송될 때마다 엔드포인트에서 최신 데이터를 가져오고 기존 캐시를 무효화하려고 합니다.최신 데이터를 얻으려면 클라이언트가 무엇을 해야 합니까?,클라이언트가 Cache-Control: max-age=0헤더와 함께 요청을 보내도록 합니다.,클라이언트가 Cached: false헤더와 함께 요청을 보내도록 합니다.,캐시 TTL 값을 더 짧은 기간으로 수정합니다.,클라이언트가 엔드포인트에 직접 요청을 보낼 수 있도록 허용하여 API 캐싱을 재정의합니다.,,,0,,
